tag,dataset,seed,mode,placement,gens,pop,wall_ms,placed,total,n_sheets,fitness,bbox_width,util_strip,util_sheet,overlap_area
p3-es4contact-b2,concave,67,1,1,999,30,10161.4,45,45,1,1986751.980128,1496.521,0.68594,0.51326,0.000000
p3-es4contact-b2,concave,77,1,1,999,30,10197.2,45,45,1,1986782.287618,1511.675,0.67907,0.51326,0.000000
p3-es4contact-b2,concave,87,1,1,999,30,10036.4,45,45,1,1986760.183850,1500.623,0.68407,0.51326,0.000000
p3-es4contact-b2,concave,97,1,1,999,30,10109.3,45,45,1,1986762.485053,1501.773,0.68354,0.51326,0.000000
p3-hull1,rects,7,1,1,999,30,10019.5,28,28,1,1986170.247451,1205.655,0.91005,0.54860,0.000000
p3-hull1,rects,17,1,1,999,30,10034.0,28,28,1,1986160.760683,1200.911,0.91364,0.54860,0.000000
p3-hull1,rects,27,1,1,999,30,10007.9,28,28,1,1986170.722768,1205.892,0.90987,0.54860,0.000000
p3-hull1,rects,37,1,1,999,30,10004.5,28,28,1,1986172.720308,1206.891,0.90912,0.54860,0.000000
p3-hull1,rects,47,1,1,999,30,10015.4,28,28,1,1986172.720308,1206.891,0.90912,0.54860,0.000000
p3-hull1,concave,7,1,1,999,30,10014.6,45,45,1,1986794.039313,1512.813,0.67855,0.51326,0.000000
p3-hull1,concave,17,1,1,999,30,10240.6,45,45,1,1986769.583937,1503.465,0.68277,0.51326,0.000000
p3-hull1,concave,27,1,1,999,30,10039.1,45,45,1,1986776.233359,1504.811,0.68216,0.51326,0.000000
p3-hull1,concave,37,1,1,999,30,10170.2,45,45,1,1986795.859283,1518.616,0.67596,0.51326,0.000000
p3-hull1,concave,47,1,1,999,30,10082.6,45,45,1,1986747.006290,1492.389,0.68784,0.51326,0.000000
p3-hull1-b2,concave,57,1,1,999,30,10096.8,45,45,1,1986785.546769,1513.304,0.67833,0.51326,0.000000
p3-hull1-b2,concave,67,1,1,999,30,10230.8,45,45,1,1986807.538963,1524.407,0.67339,0.51326,0.000000
p3-hull1,rects,7,1,1,999,30,10032.7,28,28,1,1986170.247451,1205.655,0.91005,0.54860,0.000000
p3-hull1,rects,17,1,1,999,30,10044.6,28,28,1,1986160.760683,1200.911,0.91364,0.54860,0.000000
p3-hull1,rects,27,1,1,999,30,10046.8,28,28,1,1986170.722768,1205.892,0.90987,0.54860,0.000000
p3-hull1,rects,37,1,1,999,30,10008.9,28,28,1,1986172.720308,1206.891,0.90912,0.54860,0.000000
p3-hull1,rects,47,1,1,999,30,10016.4,28,28,1,1986172.720308,1206.891,0.90912,0.54860,0.000000
p3-hull1,concave,7,1,1,999,30,10150.7,45,45,1,1986756.431494,1492.672,0.68771,0.51326,0.000000
p3-hull1,concave,17,1,1,999,30,10189.6,45,45,1,1986759.914820,1495.751,0.68629,0.51326,0.000000
p3-hull1,concave,27,1,1,999,30,10185.1,45,45,1,1986776.233359,1504.811,0.68216,0.51326,0.000000
p3-hull1,concave,37,1,1,999,30,10085.5,45,45,1,1986777.142666,1507.898,0.68077,0.51326,0.000000
p3-hull1,concave,47,1,1,999,30,10116.9,45,45,1,1986747.006290,1492.389,0.68784,0.51326,0.000000
p3-hull1-b2,concave,57,1,1,999,30,10131.1,45,45,1,1986785.546769,1513.304,0.67833,0.51326,0.000000
p3-hull1-b2,concave,67,1,1,999,30,10018.9,45,45,1,1986807.538963,1524.407,0.67339,0.51326,0.000000
p3-hull1-b2,concave,77,1,1,999,30,10255.4,45,45,1,1986743.612637,1492.337,0.68786,0.51326,0.000000
p3-hull1-b2,concave,87,1,1,999,30,10016.1,45,45,1,1986772.827047,1504.969,0.68209,0.51326,0.000000
p3-hull1-b2,concave,97,1,1,999,30,10201.2,45,45,1,1986787.179310,1514.120,0.67797,0.51326,0.000000
p3-slide,rects,7,1,1,999,30,10012.1,28,28,1,1986170.722768,1205.892,0.90987,0.54860,0.000000
p3-slide,rects,17,1,1,999,30,10018.7,28,28,1,1986168.920858,1204.991,0.91055,0.54860,0.000000
p3-slide,rects,27,1,1,999,30,10008.5,28,28,1,1986168.774261,1204.918,0.91061,0.54860,0.000000
p3-slide,rects,37,1,1,999,30,10016.1,28,28,1,1986175.210462,1208.136,0.90818,0.54860,0.000000
p3-slide,rects,47,1,1,999,30,10029.6,28,28,1,1986170.722768,1205.892,0.90987,0.54860,0.000000
p3-slide,concave,7,1,1,999,30,10080.8,45,45,1,1986775.620636,1505.474,0.68186,0.51326,0.000000
p3-slide,concave,17,1,1,999,30,10025.8,45,45,1,1986753.766086,1495.557,0.68638,0.51326,0.000000
p3-slide,concave,27,1,1,999,30,10140.9,45,45,1,1986771.477729,1506.270,0.68150,0.51326,0.000000
p3-slide,concave,37,1,1,999,30,10033.5,45,45,1,1986752.486108,1496.774,0.68583,0.51326,0.000000
p3-slide,concave,47,1,1,999,30,10074.2,45,45,1,1986738.442211,1486.405,0.69061,0.51326,0.000000
p3-slide-b2,concave,57,1,1,999,30,10143.4,45,45,1,1986766.476254,1503.769,0.68264,0.51326,0.000000
p3-slide-b2,concave,67,1,1,999,30,10162.0,45,45,1,1986757.080038,1499.071,0.68477,0.51326,0.000000
p3-slide-b2,concave,77,1,1,999,30,10091.9,45,45,1,1986800.967024,1516.277,0.67700,0.51326,0.000000
p3-slide-b2,concave,87,1,1,999,30,10106.4,45,45,1,1986770.223629,1505.643,0.68179,0.51326,0.000000
p3-slide-b2,concave,97,1,1,999,30,10044.7,45,45,1,1986774.306931,1505.827,0.68170,0.51326,0.000000
p3-shrink,rects,7,1,1,999,30,10031.1,28,28,1,1986176.623005,1208.842,0.90765,0.54860,0.000000
p3-shrink,rects,17,1,1,999,30,10030.3,28,28,1,1986173.602939,1207.332,0.90879,0.54860,0.000000
p3-shrink,rects,27,1,1,999,30,10016.8,28,28,1,1986168.774261,1204.918,0.91061,0.54860,0.000000
p3-shrink,rects,37,1,1,999,30,10021.8,28,28,1,1986175.210462,1208.136,0.90818,0.54860,0.000000
p3-shrink,rects,47,1,1,999,30,10010.6,28,28,1,1986170.722768,1205.892,0.90987,0.54860,0.000000
p3-shrink,concave,7,1,1,999,30,10104.2,45,45,1,1986775.620636,1505.474,0.68186,0.51326,0.000000
p3-shrink,concave,17,1,1,999,30,10092.9,45,45,1,1986771.757278,1506.409,0.68144,0.51326,0.000000
p3-shrink,concave,27,1,1,999,30,10108.4,45,45,1,1986781.126632,1511.094,0.67933,0.51326,0.000000
p3-shrink,concave,37,1,1,999,30,10054.0,45,45,1,1986754.036969,1494.917,0.68668,0.51326,0.000000
p3-shrink,concave,47,1,1,999,30,10048.0,45,45,1,1986751.872236,1496.467,0.68597,0.51326,0.000000
p3-shrink-b2,concave,57,1,1,999,30,10109.9,45,45,1,1986766.476254,1503.769,0.68264,0.51326,0.000000
p3-shrink-b2,concave,67,1,1,999,30,10046.5,45,45,1,1986757.080038,1499.071,0.68477,0.51326,0.000000
p3-shrink-b2,concave,77,1,1,999,30,10188.6,45,45,1,1502681.335741,1501.595,0.68362,0.51326,0.000000
p3-shrink-b2,concave,87,1,1,999,30,10153.7,45,45,1,1986785.813251,1511.580,0.67911,0.51326,0.000000
p3-shrink-b2,concave,97,1,1,999,30,10056.0,45,45,1,1986800.217856,1519.347,0.67564,0.51326,0.000000
p3-shrink2,rects,7,1,1,999,30,10012.7,28,28,1,1986170.722768,1205.892,0.90987,0.54860,0.000000
p3-shrink2,rects,17,1,1,999,30,10016.8,28,28,1,1986170.722768,1205.892,0.90987,0.54860,0.000000
p3-shrink2,rects,27,1,1,999,30,10013.1,28,28,1,1986168.774261,1204.918,0.91061,0.54860,0.000000
p3-shrink2,rects,37,1,1,999,30,10034.5,28,28,1,1986175.210462,1208.136,0.90818,0.54860,0.000000
p3-shrink2,rects,47,1,1,999,30,10014.4,28,28,1,1986170.722768,1205.892,0.90987,0.54860,0.000000
p3-shrink2,concave,7,1,1,999,30,10024.7,45,45,1,1986797.281859,1518.444,0.67604,0.51326,0.000000
p3-shrink2,concave,17,1,1,999,30,10107.5,45,45,1,1986771.757278,1506.409,0.68144,0.51326,0.000000
p3-shrink2,concave,27,1,1,999,30,10166.8,45,45,1,1986813.648992,1526.496,0.67247,0.51326,0.000000
p3-shrink2,concave,37,1,1,999,30,10223.8,45,45,1,1986793.343569,1517.203,0.67659,0.51326,0.000000
p3-shrink2,concave,47,1,1,999,30,10082.4,45,45,1,1986776.158753,1506.234,0.68152,0.51326,0.000000
p3-shrink2-b2,concave,57,1,1,999,30,10052.0,45,45,1,1986820.416436,1529.535,0.67114,0.51326,0.000000
p3-shrink2-b2,concave,67,1,1,999,30,10225.6,45,45,1,1986757.080038,1499.071,0.68477,0.51326,0.000000
p3-shrink2-b2,concave,77,1,1,999,30,10058.8,45,45,1,1986808.036121,1524.549,0.67333,0.51326,0.000000
p3-shrink2-b2,concave,87,1,1,999,30,10234.4,45,45,1,1986785.813251,1511.580,0.67911,0.51326,0.000000
p3-shrink2-b2,concave,97,1,1,999,30,10066.9,45,45,1,1986800.217856,1519.347,0.67564,0.51326,0.000000
